"ID","Time","LifeSatisfaction","ConnectToPeople","StuckUnableChange","PaidAttToImport","HurtConnect","PersonalImpor","ExperienceRangeEmotions","StruggledToKeepDoing","NoMeaningfulChallenge","AbleToChangeBehavior","StuckToStrategies","NoOutletForFeelings","Complying","ThinkingHelpedLife","ThinkingGotInWay","HurtHealth","StruggledToConnectMoments","ImportantChallenge","HelpHealth"
"GQUU",59,30,97,1,97,2,100,100,0,1,99,100,2,2,100,2,1,1,97,100
"GQUU",60,24,99,0,99,0,100,99,1,0,100,99,0,2,99,2,1,1,99,100
"GQUU",61,29,100,1,100,0,100,100,0,0,99,100,1,2,97,0,2,2,100,100
"GQUU",62,29,100,1,98,2,97,99,2,2,99,100,2,1,99,2,1,2,97,97
"HK02",1,27,71,76,76,81,85,76,59,40,33,76,26,74,43,69,77,80,27,23
"HK02",2,18,69,66,72,71,73,76,72,28,66,74,23,75,68,35,74,71,78,82
"HK02",3,24,70,34,74,71,86,76,87,69,25,77,25,84,79,20,82,79,21,83
"HK02",4,21,31,72,29,75,30,68,29,78,30,85,77,85,77,82,80,84,25,76
"HK02",5,21,78,33,33,75,68,65,75,83,23,72,73,82,26,67,70,68,25,32
"HK02",6,22,74,78,67,74,70,36,73,71,28,77,74,74,33,24,76,80,20,75
"HK02",7,26,34,31,68,73,79,23,72,78,23,77,75,23,18,75,82,78,21,36
"HK02",8,19,24,70,25,73,27,30,76,77,18,73,73,68,27,28,68,80,65,22
"HK02",9,23,33,70,35,72,67,66,75,83,31,75,73,37,71,70,73,77,32,29
"HK02",10,16,27,77,24,70,32,23,78,79,75,84,74,82,64,30,77,76,25,27
"HK02",11,20,36,32,22,79,76,79,82,84,17,70,73,84,63,77,75,81,22,33
"HK02",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HK02",13,26,24,76,31,79,75,70,20,81,36,66,75,72,69,72,80,27,19,30
"HK02",14,18,19,87,61,64,68,26,69,77,31,69,75,36,28,72,72,80,36,32
"HK02",15,23,27,68,28,78,68,26,74,81,27,75,73,69,72,29,71,74,34,31
"HK02",16,23,29,81,30,74,67,77,72,60,25,74,73,78,38,72,70,75,26,26
"HK02",17,17,28,74,30,77,75,36,72,75,25,69,70,34,58,73,81,74,29,28
"HK02",18,19,26,86,27,75,76,40,73,75,32,73,75,34,37,71,73,77,27,30
"HK02",19,31,21,77,27,78,77,29,77,71,29,79,75,70,37,69,79,69,32,31
"HK02",20,23,28,74,35,78,42,38,71,74,30,70,73,31,68,72,73,69,27,32
"HK02",21,24,38,74,33,72,68,27,75,79,23,67,73,75,35,70,69,73,31,36
"HK02",22,21,23,70,29,83,71,27,81,83,36,75,75,81,73,70,79,69,30,28
"HK02",23,22,34,65,27,69,62,28,70,78,31,72,76,29,70,28,67,73,30,33
"HK02",24,23,34,75,30,69,71,22,72,76,23,76,75,74,23,70,76,74,25,19
"HK02",25,23,72,30,71,75,74,25,71,76,30,67,72,82,34,77,80,74,29,31
"HK02",26,20,72,74,72,74,75,37,70,73,69,72,71,22,24,67,70,69,29,27
"HK02",27,26,29,72,74,68,73,28,72,79,28,78,77,80,22,80,79,82,26,21
"HK02",28,22,28,70,33,75,66,24,77,79,27,29,70,28,30,73,75,73,25,22
"HK02",29,27,31,72,33,72,72,31,72,80,31,74,77,79,26,32,74,70,31,30
"HK02",30,23,34,78,26,77,77,31,75,76,29,79,76,25,77,80,81,86,27,23
"HK02",31,22,24,71,20,80,16,74,62,69,31,76,71,32,24,30,77,78,24,22
"HK02",32,25,24,74,73,74,75,31,76,77,27,70,79,67,33,73,73,76,24,26
"HK02",33,23,29,75,21,74,29,27,75,72,34,80,74,33,31,33,73,73,29,26
"HK02",34,17,28,75,32,77,78,23,80,78,14,77,77,71,25,27,75,77,26,25
"HK02",35,28,29,77,33,76,74,31,72,71,27,75,79,23,34,36,75,73,28,31
"HK02",36,26,32,75,38,78,76,27,35,75,27,72,72,36,31,75,72,75,29,25
"HK02",37,25,30,82,65,68,79,22,80,82,29,68,80,31,26,66,79,80,27,22
"HK02",38,18,26,70,32,71,33,27,73,76,30,63,75,31,28,67,71,65,28,29
"HK02",39,21,23,73,25,72,37,73,76,75,32,74,75,46,34,42,71,73,33,26
"HK02",40,33,30,72,33,73,27,34,72,74,30,71,73,32,29,70,77,77,32,29
"HK02",41,25,21,69,31,70,73,35,76,75,30,71,73,74,35,73,72,82,25,27
"HK02",42,25,27,74,29,77,32,24,78,72,32,71,64,30,36,27,74,71,28,26
"HK02",43,28,30,72,29,75,75,30,78,81,29,75,83,24,79,83,77,82,27,25
"HK02",44,18,25,76,20,80,72,35,71,68,31,75,75,73,33,78,71,73,28,27
"HK02",45,30,27,75,37,75,78,30,76,77,26,77,79,33,33,84,80,78,21,22
"HK02",46,24,28,69,28,68,67,32,72,79,33,72,67,63,71,38,74,74,27,27
"HK02",47,26,27,69,28,70,33,33,76,73,33,69,69,75,32,30,74,74,27,24
"HK02",48,21,31,67,27,75,36,41,76,71,31,74,77,35,29,79,80,75,21,27
"HK02",49,25,26,72,25,73,73,27,73,72,28,72,77,28,31,72,73,78,29,29
"HK02",50,25,27,72,34,82,25,69,65,74,32,74,76,32,35,66,75,73,33,33
"HK02",51,28,32,75,28,77,37,31,78,72,29,75,77,32,76,73,74,77,24,23
"HK02",52,26,29,71,31,71,30,31,74,73,27,25,82,71,29,75,79,78,25,21
"HK02",53,27,26,65,28,66,16,67,72,75,21,70,71,23,74,30,75,79,21,26
"HK02",54,23,32,73,25,83,26,28,73,81,25,77,78,24,70,66,72,73,29,28
"HK02",55,23,29,78,30,79,35,70,78,78,34,72,78,31,27,71,76,79,27,24
"HK02",56,24,33,70,73,74,72,29,79,78,28,74,74,27,70,27,73,74,30,29
"HK02",57,32,32,74,34,70,66,35,74,73,32,67,70,74,26,71,71,78,29,24
"HK02",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HK02",59,22,34,73,29,80,74,33,78,79,35,77,74,27,37,71,71,76,29,27
"HK02",60,24,27,70,21,76,34,78,77,82,29,72,72,35,30,72,84,76,30,29
"HK02",61,25,31,71,17,68,70,25,74,76,24,70,74,29,21,29,75,75,32,26
"HK02",62,25,28,68,31,73,33,35,74,76,37,77,77,23,20,34,72,78,36,35
"HK02",63,32,24,73,37,75,71,34,85,75,32,69,78,71,72,28,73,77,31,27
"HK02",64,27,26,75,35,74,36,34,69,69,31,72,72,26,36,66,75,77,29,26
"HK02",65,29,28,80,26,71,67,30,72,74,35,72,70,35,38,66,71,74,30,29
"I9RS",1,67,70,11,81,16,84,72,6,25,82,90,8,15,92,15,12,22,81,90
"I9RS",2,64,21,2,50,1,70,63,13,36,76,81,0,11,81,0,20,0,71,35
"I9RS",3,68,100,0,83,0,90,77,14,8,81,86,11,3,79,30,63,0,65,10
"I9RS",4,77,86,0,72,0,95,93,11,6,81,88,0,0,83,10,8,10,80,91
"I9RS",5,60,89,42,81,40,68,71,35,25,63,62,34,0,64,42,16,34,65,70
"I9RS",6,61,40,17,62,0,86,62,24,69,63,66,27,0,62,14,32,19,64,28
"I9RS",7,65,82,15,89,6,86,86,20,30,78,82,18,0,83,29,31,31,67,58
"I9RS",8,66,28,26,63,0,90,85,15,20,70,72,16,0,74,11,23,9,63,83
"I9RS",9,81,91,13,87,0,89,91,11,9,85,87,6,0,85,7,7,6,90,89
"I9RS",10,63,63,5,64,0,89,67,20,27,80,80,11,0,82,10,14,11,65,43
"I9RS",11,81,91,5,85,5,88,83,10,10,87,82,10,0,82,10,9,7,78,94
"I9RS",12,66,89,16,79,12,80,69,20,31,76,76,9,11,71,11,16,22,72,80
"I9RS",13,79,89,6,83,2,87,90,9,10,88,86,6,0,86,6,6,5,89,91
"I9RS",14,78,62,9,63,9,82,63,10,31,65,64,11,0,63,12,5,9,61,62
"I9RS",15,73,79,11,83,16,85,89,22,25,80,89,10,24,79,7,11,9,87,85
"I9RS",16,70,94,7,85,0,86,64,17,29,69,83,12,13,73,14,23,20,64,40
"I9RS",17,85,96,13,93,9,91,90,14,9,86,82,8,10,86,8,10,4,82,89
"I9RS",18,63,64,18,65,15,87,66,66,17,72,72,18,0,67,26,12,9,71,77
"I9RS",19,65,62,6,67,9,72,68,17,34,65,73,19,19,75,16,41,31,68,58
"I9RS",20,63,17,33,39,10,38,38,68,69,37,35,39,15,33,61,17,63,27,19
"I9RS",21,71,69,12,72,8,71,67,15,10,72,74,9,0,69,30,17,19,75,88
"I9RS",22,71,59,19,63,8,88,65,36,29,67,65,12,11,64,9,8,16,78,65
"I9RS",23,47,38,61,44,32,64,39,66,64,36,36,22,44,40,64,25,62,19,20
"I9RS",24,71,80,11,64,8,87,62,38,44,66,71,9,0,64,38,36,21,67,26
"I9RS",25,78,92,8,89,7,93,90,9,5,87,6,10,0,89,6,9,8,88,87
"I9RS",26,60,21,24,48,16,82,41,40,66,37,40,17,0,42,65,18,65,30,31
"I9RS",27,78,90,8,93,7,93,91,13,16,82,88,13,0,87,16,21,87,85,78
"I9RS",28,64,18,9,40,11,80,37,57,77,39,40,17,0,36,9,70,64,30,18
"I9RS",29,79,67,15,66,14,89,82,9,11,81,83,10,0,83,10,8,11,83,91
"I9RS",30,75,36,10,62,3,87,61,20,27,64,87,13,0,67,10,10,10,64,83
"I9RS",31,79,60,11,87,6,94,95,15,26,82,88,15,0,85,9,38,17,81,84
"I9RS",32,66,17,36,37,12,75,37,62,64,41,40,19,24,60,33,15,60,37,29
"I9RS",33,80,95,8,94,6,92,92,7,11,87,88,10,0,87,8,15,15,85,43
"I9RS",34,87,93,8,91,0,93,89,12,11,93,96,6,0,89,8,11,12,92,93
"I9RS",35,79,64,11,70,0,89,65,11,20,87,86,13,0,88,9,6,10,80,85
"I9RS",36,65,18,10,63,10,72,60,45,61,41,61,16,14,60,35,18,54,35,17
"I9RS",37,68,64,17,78,7,86,65,12,22,67,73,11,11,65,21,14,16,62,63
"I9RS",38,68,76,16,82,10,90,80,25,26,76,77,11,0,75,10,9,18,62,38
"I9RS",39,78,69,16,91,8,87,86,7,5,82,88,8,0,73,11,5,18,82,88
"I9RS",40,64,16,39,62,15,86,62,62,68,43,39,13,10,61,23,29,60,41,11
"I9RS",41,73,61,30,61,8,85,60,64,40,61,61,17,0,61,25,9,41,60,62
"I9RS",42,72,80,10,91,4,88,85,11,9,94,90,11,0,85,5,14,10,89,58
"I9RS",43,77,40,16,65,15,88,65,34,10,76,81,9,0,65,8,7,30,74,83
"I9RS",44,63,11,61,33,15,70,41,70,68,31,31,20,11,40,62,37,68,29,28
"I9RS",45,62,30,61,36,18,67,36,76,71,36,36,14,39,34,62,36,70,27,21
"I9RS",46,79,83,13,87,7,90,86,11,6,89,90,8,0,90,11,9,11,83,35
"I9RS",47,81,84,10,93,11,94,90,8,15,90,88,9,0,90,8,10,10,92,92
"I9RS",48,64,68,18,82,6,85,79,9,17,82,87,11,0,79,9,25,20,79,39
"I9RS",49,80,87,9,96,5,88,82,11,7,85,84,6,0,83,11,6,10,79,65
"I9RS",50,63,38,32,62,10,77,60,46,42,40,40,11,23,63,10,34,35,61,10
"I9RS",51,77,87,8,89,2,89,86,8,6,88,88,9,0,80,5,9,10,80,89
"I9RS",52,64,16,34,39,10,38,76,65,62,33,37,20,20,42,14,37,60,32,20
"I9RS",53,62,36,62,43,25,44,80,67,66,42,39,18,26,41,61,42,63,30,12
"I9RS",54,81,80,8,89,0,85,86,22,15,77,79,16,8,78,8,14,12,83,59
"I9RS",55,80,89,8,87,5,89,90,10,16,88,90,8,0,82,15,11,10,89,88
"I9RS",56,72,19,13,65,9,62,90,46,27,65,59,11,21,64,19,17,17,64,42
"I9RS",57,70,28,60,66,33,60,85,65,63,41,39,14,19,41,10,33,63,38,27
"I9RS",58,84,41,9,95,4,94,92,6,7,92,91,8,8,90,8,22,9,90,86
"I9RS",59,83,86,11,91,10,86,88,11,10,85,84,6,0,84,7,12,8,86,72
"I9RS",60,75,24,28,63,9,64,81,22,42,48,60,15,0,61,12,24,26,58,60
"I9RS",61,71,88,10,87,4,84,84,9,11,88,88,10,9,80,8,24,16,82,79
"J26D",1,94,85,18,87,17,80,61,18,11,66,18,26,17,71,80,9,6,33,85
"J26D",2,89,89,10,85,9,81,87,19,9,73,17,18,24,83,75,5,26,61,76
"J26D",3,86,83,29,80,8,82,66,14,8,73,25,12,23,88,82,10,12,39,74
"J26D",4,70,68,35,65,14,68,68,28,26,64,36,17,12,72,70,13,23,73,70
"J26D",5,85,93,4,77,20,78,71,18,17,80,20,20,13,87,76,13,22,69,89
"J26D",6,61,59,32,74,14,72,67,22,25,76,45,34,37,65,69,10,25,63,78
"J26D",7,100,74,27,82,11,78,75,12,14,88,13,19,23,79,86,11,12,79,77
"J26D",8,57,88,9,77,16,74,73,25,31,67,26,35,26,62,63,23,30,67,70
"J26D",9,83,82,27,80,20,83,69,23,15,71,34,7,22,81,69,8,17,78,66
"J26D",10,51,22,20,79,20,86,76,20,15,67,76,23,11,69,76,9,16,76,83
"J26D",11,100,74,4,93,4,87,91,12,1,92,9,0,3,90,95,6,9,91,92
"J26D",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J26D",13,76,95,7,89,10,91,82,19,20,92,14,0,22,83,82,11,5,88,83
"J26D",14,100,82,3,79,9,82,83,17,12,89,5,17,2,94,86,0,0,92,88
"J26D",15,100,91,17,81,7,82,89,13,1,71,11,10,0,69,95,0,0,65,80
"J26D",16,70,89,15,89,6,78,75,17,4,70,26,38,43,65,63,0,18,67,68
"J26D",17,100,76,18,82,6,96,97,0,0,87,7,13,15,84,96,8,1,97,86
"J26D",18,63,82,30,77,27,87,79,15,22,85,20,19,4,86,76,12,15,81,82
"J26D",19,56,72,34,78,33,76,72,40,42,69,38,45,42,63,57,34,42,64,74
"J26D",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J26D",21,89,84,33,84,10,83,75,3,0,86,12,16,19,81,94,2,7,87,87
"J26D",22,57,73,40,70,18,85,64,43,26,60,44,31,13,66,87,9,43,69,63
"J26D",23,100,88,6,84,0,82,91,9,2,72,12,0,10,82,97,9,0,84,88
"J26D",24,70,84,23,81,24,90,90,22,24,70,23,29,3,70,79,21,27,80,75
"J26D",25,100,100,0,92,7,100,80,0,0,99,3,0,0,93,91,2,2,91,86
"J26D",26,99,62,12,83,19,85,74,19,4,77,14,9,3,83,85,10,9,85,83
"J26D",27,100,90,0,93,6,84,92,11,4,74,3,7,10,84,94,6,4,90,94
"J26D",28,100,84,0,86,5,88,78,14,7,88,13,16,7,87,86,0,0,92,91
"J26D",29,100,79,11,83,12,94,85,19,12,82,10,4,16,90,79,0,75,57,87
"J26D",30,60,78,36,71,18,65,80,61,23,71,18,24,41,83,74,26,34,75,60
"J26D",31,89,89,18,83,14,74,89,24,19,84,29,1,21,91,92,12,23,84,68
"J26D",32,73,88,16,78,16,83,68,19,5,69,16,23,29,76,67,25,13,79,65
"J26D",33,100,83,5,94,10,89,87,9,14,71,15,8,33,80,93,9,15,88,77
"J26D",34,54,78,13,81,9,83,75,8,15,87,13,1,27,84,80,9,18,78,64
"J26D",35,79,82,19,81,23,83,72,85,18,74,20,8,18,81,67,13,18,85,76
"J26D",36,54,69,26,67,5,72,85,36,39,70,44,33,45,64,61,19,39,63,62
"J26D",37,85,82,10,86,7,89,78,23,18,88,26,15,28,68,85,11,20,84,60
"J26D",38,59,77,36,65,3,63,84,41,13,65,25,39,44,68,66,28,40,58,79
"J26D",39,100,100,0,100,0,100,100,2,0,92,7,1,0,95,90,0,0,94,89
"J26D",40,91,88,4,86,1,95,91,7,11,85,24,9,30,92,91,14,6,89,78
"J26D",41,98,87,0,91,2,90,85,1,2,93,11,4,23,94,88,0,0,56,94
"J26D",42,100,90,0,98,3,97,86,9,0,85,2,8,7,88,89,1,9,78,92
"J26D",43,92,100,8,90,4,93,86,7,1,87,5,7,3,95,88,2,2,84,96
"J26D",44,72,86,34,65,5,87,66,36,42,65,46,45,41,74,67,4,42,74,67
"J26D",45,90,85,26,75,3,90,79,78,13,84,13,20,24,88,81,7,7,95,80
"J26D",46,50,69,43,55,14,64,56,70,77,60,58,80,60,72,77,10,65,69,71
"J26D",47,89,71,23,72,17,91,82,5,15,81,11,15,18,91,77,18,23,82,77
"J26D",48,59,78,37,70,12,92,85,16,31,87,22,29,89,77,72,18,25,75,66
"J26D",49,86,85,18,67,18,78,74,15,3,79,18,20,29,76,79,23,28,84,75
"J26D",50,54,69,39,65,12,64,77,44,44,69,39,43,45,63,58,8,47,58,55
"J26D",51,95,89,6,87,9,86,82,7,1,94,4,5,9,73,88,11,4,88,79
"J26D",52,70,72,42,76,9,78,89,22,35,73,34,37,45,64,59,8,33,72,65
"J26D",53,100,83,0,98,0,95,97,2,2,94,0,0,0,99,98,0,0,92,98
"J26D",54,93,89,3,90,5,82,77,0,3,91,1,3,8,93,86,0,0,100,90
"J26D",55,100,0,0,98,0,89,96,2,4,81,8,9,20,85,93,4,3,93,87
"J26D",56,100,99,0,97,10,94,90,3,0,93,3,0,1,99,79,0,1,99,92
"J26D",57,92,88,4,85,12,93,83,6,4,87,5,4,3,83,94,11,5,89,94
"J26D",58,34,65,22,70,9,84,79,43,36,74,43,46,48,73,65,7,38,75,67
"J26D",59,91,85,9,80,7,76,75,13,17,73,19,24,7,86,66,14,6,80,95
"J26D",60,73,88,12,83,16,82,70,18,23,76,26,10,28,79,68,23,32,79,67
"J26D",61,88,85,6,78,11,79,89,20,4,83,25,6,23,88,81,14,6,90,85
"J26D",62,57,40,44,59,6,69,61,46,48,61,44,47,57,54,64,11,45,56,53
"J26D",63,92,73,25,76,2,75,84,20,3,88,18,20,17,91,82,5,18,82,75
"J26D",64,72,15,30,76,15,87,69,32,38,78,40,28,42,78,67,28,37,77,63
"J26D",65,84,85,28,76,25,85,77,25,8,82,23,23,28,82,74,22,15,85,70
"K7M72",1,79,100,61,100,84,65,69,76,79,24,26,31,71,37,76,79,64,100,78
"K7M72",2,100,73,76,100,81,65,69,72,88,76,79,84,84,78,77,84,68,74,40
"K7M72",3,83,80,71,28,79,79,28,77,69,70,20,77,83,21,84,78,93,93,73
"K7M72",4,99,100,77,34,77,90,21,86,21,82,23,81,65,84,63,97,68,28,73
"K7M72",5,91,97,89,100,74,73,82,98,70,16,15,34,61,30,76,67,33,70,61
"K7M72",6,88,100,100,100,98,85,85,74,26,80,82,75,38,91,69,87,27,35,72
"K7M72",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K7M72",8,38,76,32,74,63,77,34,75,12,17,19,28,60,73,66,36,71,73,81
"K7M72",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K7M72",10,100,76,84,63,84,29,68,31,27,76,77,62,88,70,64,66,77,90,62
"K7M72",11,94,95,100,85,75,71,82,74,87,74,89,65,81,75,80,71,90,75,90
"K7M72",12,100,100,81,76,78,85,76,84,71,80,72,82,84,70,87,10,15,89,78
"K7M72",13,89,80,76,90,75,84,66,88,76,88,78,82,81,67,84,61,86,73,83
"K7M72",14,100,85,77,86,81,58,82,61,83,59,84,67,85,82,76,60,74,79,86
"K7M72",15,89,79,84,67,65,86,77,89,64,82,63,82,77,63,85,67,88,71,88
"K7M72",16,100,87,83,62,65,40,70,67,30,73,73,37,80,82,67,79,42,72,82
"K7M72",17,78,83,72,83,68,72,78,42,75,29,77,76,69,72,41,70,73,71,37
"K7M72",18,100,79,76,91,74,71,91,77,81,75,91,78,70,88,79,79,69,78,75
"K7M72",19,88,63,74,88,80,37,55,63,42,73,66,75,77,85,77,81,77,70,83
"K7M72",20,94,76,82,61,73,83,79,72,75,31,68,14,86,79,79,31,71,85,27
"K7M72",21,81,81,83,75,88,66,86,67,92,69,87,73,94,78,77,72,96,73,68
"K7M72",22,91,77,75,86,64,86,62,79,64,80,64,89,63,76,42,76,83,26,79
"K7M72",23,91,76,79,79,79,89,67,79,78,66,89,70,89,74,91,63,84,70,76
"K7M72",24,84,73,78,78,72,80,65,85,69,84,69,77,83,66,74,82,83,69,84
"K7M72",25,85,74,80,77,68,88,79,89,72,86,72,84,69,66,74,70,77,62,76
"K7M72",26,91,81,90,83,81,62,85,70,65,85,95,78,76,83,73,100,92,78,64
"K7M72",27,83,73,78,68,74,68,74,67,79,77,80,74,60,82,60,70,73,70,32
"K7M72",28,90,85,80,78,72,78,67,80,60,81,67,85,66,90,65,79,65,84,72
"K7M72",29,100,79,88,69,69,68,41,72,78,31,74,86,65,78,89,63,76,68,89
"K7M72",30,84,75,73,41,70,28,28,29,67,27,62,25,70,25,71,28,67,37,81
"K7M72",31,45,79,86,83,71,30,66,35,65,35,69,65,41,78,72,35,82,78,32
"K7M72",32,76,80,88,93,81,34,73,28,83,66,75,83,86,31,84,28,72,36,79
"K7M72",33,100,77,37,68,70,67,81,30,85,73,79,70,32,72,86,69,20,94,71
"K7M72",34,80,83,88,79,64,73,44,67,38,88,69,75,69,85,68,98,72,65,96
"K7M72",35,80,78,83,84,42,73,71,73,36,82,20,71,76,72,61,80,77,46,81
"K7M72",36,76,68,69,83,68,75,84,60,31,67,25,76,70,84,78,36,73,75,39
"K7M72",37,57,33,75,70,33,34,71,70,39,76,63,35,66,82,66,85,64,83,77
"K7M72",38,100,70,38,79,72,41,82,39,78,80,73,60,88,57,80,83,66,91,66
"K7M72",39,80,78,18,43,61,30,66,65,34,73,75,69,74,68,67,35,69,75,28
"K7M72",40,73,72,33,76,33,90,78,26,89,31,67,17,90,76,17,22,86,92,84
"K7M72",41,93,32,66,64,27,33,86,81,88,71,68,84,72,64,80,63,80,68,31
"K7M72",42,100,29,80,76,43,72,72,35,66,78,35,73,26,75,93,19,69,80,76
"K7M72",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K7M72",44,100,31,66,69,41,79,69,82,100,77,100,59,39,73,71,99,35,95,83
"K7M72",45,80,70,37,89,73,42,78,72,36,69,76,23,79,81,70,26,72,79,80
"K7M72",46,100,29,64,76,87,37,77,77,25,78,78,74,24,86,71,86,70,31,79
"K7M72",47,100,35,77,86,51,78,74,88,63,82,67,93,65,88,66,99,90,64,44
"K7M72",48,100,33,84,73,40,83,41,65,37,60,28,83,29,82,84,29,81,76,20
"K7M72",49,95,64,60,73,71,45,80,66,36,79,77,68,43,79,71,84,42,83,88
"K7M72",50,100,33,63,74,75,29,68,76,32,76,66,65,40,72,73,45,78,77,43
"K7M72",51,100,70,23,78,65,30,66,36,68,29,71,77,69,34,77,77,28,74,26
"K7M72",52,100,28,78,21,78,59,75,41,81,82,73,37,73,77,67,33,67,78,81
"K7M72",53,100,33,64,96,73,36,71,73,63,84,68,40,81,81,65,38,78,82,29
"K7M72",54,89,77,74,84,80,62,66,76,32,75,70,32,72,77,34,83,72,77,69
"K7M72",55,100,70,83,74,86,37,76,77,33,87,78,88,66,85,75,30,87,71,24
"K7M72",56,100,71,75,88,71,32,72,38,71,72,35,75,28,70,75,24,68,31,76
"K7M72",57,57,74,67,37,36,27,71,72,34,78,6,25,88,85,78,77,79,81,81
"K7M72",58,100,33,21,37,23,41,14,34,50,77,76,54,68,83,78,70,88,76,75
"K7M72",59,100,78,75,61,77,58,81,62,66,86,71,65,38,87,76,88,60,71,52
"K7M72",60,100,69,88,70,63,74,66,64,73,74,64,80,67,91,72,87,62,60,81
"K7M72",61,100,67,36,74,31,78,71,70,69,89,41,63,85,65,33,75,74,36,63
"K7M72",62,87,41,74,85,44,72,38,76,40,69,37,76,36,71,78,38,80,78,35
"K7M72",63,100,74,68,61,62,71,43,66,58,38,66,70,74,75,88,57,25,60,71
"K7M72",64,71,32,73,60,40,67,61,41,74,68,39,59,61,38,70,32,75,70,34
"K7M72",65,79,66,38,71,33,73,33,72,80,63,80,34,79,70,75,61,73,30,69
"K7M72",66,70,27,87,86,77,67,73,66,76,79,65,90,66,97,63,47,66,69,74
"K7M72",67,81,30,61,69,32,59,34,27,77,75,75,65,18,67,75,74,80,68,83
"K7M72",68,72,31,71,74,73,33,62,63,39,66,66,29,81,71,84,69,66,72,61
"LBXE",1,40,71,81,72,34,85,85,90,40,70,64,35,34,75,24,40,34,75,69
"LBXE",2,59,81,25,82,11,80,91,76,22,71,61,20,9,81,20,20,14,80,90
"LBXE",3,75,80,20,85,10,90,75,74,25,70,59,19,1,80,10,19,30,85,80
"LBXE",4,70,79,20,80,15,90,75,65,25,75,65,20,10,80,9,15,20,79,90
"LBXE",5,64,82,19,89,9,89,84,64,24,75,60,20,9,85,14,19,25,84,81
"LBXE",6,65,75,15,85,10,90,75,60,24,74,60,25,9,85,20,20,29,80,70
"LBXE",7,80,89,15,84,10,85,75,60,19,75,60,19,5,81,10,24,15,84,79
"LBXE",8,70,91,20,79,11,87,82,20,15,81,61,14,10,80,14,25,19,80,70
"LBXE",9,70,89,20,90,5,85,80,56,10,76,60,10,5,85,6,20,11,85,81
"LBXE",10,70,90,15,87,4,89,80,65,15,80,60,14,5,85,10,13,15,79,77
"LBXE",11,74,89,10,85,5,91,84,15,10,80,60,11,6,85,6,11,11,85,84
"LBXE",12,69,91,9,84,5,90,78,15,11,75,59,16,5,80,84,24,15,80,85
"LBXE",13,71,91,9,84,5,91,80,60,10,76,60,15,5,81,10,10,5,85,75
"LBXE",14,65,85,9,85,5,91,79,65,25,65,50,29,10,70,20,55,29,65,44
"LBXE",15,71,90,10,89,5,80,80,30,20,80,65,15,1,75,11,19,24,85,70
"LBXE",16,65,89,9,84,5,88,82,30,24,79,59,10,1,80,10,30,21,75,75
"LBXE",17,79,90,9,85,5,90,80,10,9,80,60,10,5,80,4,10,6,84,5
"LBXE",18,79,95,5,85,6,90,85,11,16,85,66,11,1,85,5,21,6,85,79
"LBXE",19,80,95,9,95,2,90,80,9,9,81,65,11,4,79,85,5,10,85,86
"LBXE",20,80,95,5,90,4,89,85,5,10,76,65,9,1,85,6,16,10,86,81
"LBXE",21,79,91,5,85,5,90,81,10,9,80,66,9,1,85,10,5,9,90,85
"LBXE",22,85,95,6,90,5,90,79,19,15,80,64,10,1,80,10,10,16,89,85
"LBXE",23,80,94,5,91,6,90,80,11,5,80,61,6,1,79,7,12,10,86,75
"LBXE",24,82,89,5,80,6,84,80,16,17,80,65,11,1,80,11,16,6,80,80
"LBXE",25,75,91,11,87,11,91,80,10,9,80,64,10,1,85,10,6,19,84,85
"LBXE",26,80,90,6,85,7,89,75,16,5,80,65,12,1,79,12,7,16,84,84
"LBXE",27,69,90,11,84,5,90,80,10,5,80,65,6,1,80,10,5,6,85,85
"LBXE",28,75,89,6,79,6,87,11,6,11,80,60,16,1,69,11,6,11,85,80
"LBXE",29,74,90,5,85,5,85,80,10,12,80,65,15,1,80,11,11,11,85,75
"LBXE",30,81,90,15,84,4,85,79,15,11,79,65,9,1,85,10,9,15,85,85
"LBXE",31,79,89,10,90,6,90,79,12,10,80,65,10,1,80,10,10,16,86,80
"LBXE",32,80,94,11,90,4,85,82,15,10,84,65,10,1,80,10,15,10,90,86
"LBXE",33,75,90,15,90,16,90,79,17,20,80,66,16,1,80,16,17,16,85,79
"LBXE",34,71,86,5,85,10,91,76,10,10,85,65,16,1,80,12,15,7,81,81
"LBXE",35,74,92,11,95,6,91,81,15,11,79,65,11,1,84,7,11,13,85,80
"LBXE",36,81,92,9,92,6,95,81,11,12,82,65,10,1,81,10,10,16,85,87
"LBXE",37,81,90,6,90,6,84,80,11,11,80,60,15,1,80,10,16,11,85,85
