"ID","Time","PAffect","FocusImportantMoments","AllowFeelings","ObserveThoughtsDistance","SelfPole","ChoseValue","CommitAction"
7178,18,62.25,78,75,55,56,72,80
7178,19,60.5,85,82,73,54,78,75
7178,20,66,77,77,80,59,56,65
7178,21,NA,NA,NA,NA,NA,NA,NA
7178,22,NA,NA,NA,NA,NA,NA,NA
7178,23,55.75,54,57,52,57,52,57
7178,24,65.25,81,75,70,100,71,70
7178,25,58.75,77,76,75,72,76,74
7178,26,57.75,55,54,58,55,58,57
7178,27,NA,NA,NA,NA,NA,NA,NA
7178,28,48,70,68,54,56,56,57
7178,29,NA,NA,NA,NA,NA,NA,NA
7178,30,NA,NA,NA,NA,NA,NA,NA
7178,31,NA,NA,NA,NA,NA,NA,NA
7178,32,NA,NA,NA,NA,NA,NA,NA
7178,33,NA,NA,NA,NA,NA,NA,NA
7178,34,68,73,73,71,55,84,88
7178,35,57,68,73,74,51,78,81
7178,36,67,74,76,73,74,75,83
7178,37,67.25,77,74,72,35,68,71
7178,38,62.75,85,84,78,52,78,86
7178,39,NA,NA,NA,NA,NA,NA,NA
7178,40,NA,NA,NA,NA,NA,NA,NA
7178,41,63,74,74,77,52,77,79
7178,42,NA,NA,NA,NA,NA,NA,NA
7180,1,NA,NA,NA,NA,NA,NA,NA
7180,2,64,34,76,55,70,84,76
7180,3,73.25,70,71,67,70,32,69
7180,4,62,79,56,30,57,43,45
7180,5,73,53,58,42,51,42,65
7180,6,73.25,65,65,37,57,57,76
7180,7,NA,NA,NA,NA,NA,NA,NA
7180,8,70.75,74,74,78,77,74,71
7180,9,79.5,69,60,99,57,77,68
7180,10,68.75,64,64,100,57,100,100
7180,11,73.25,67,67,100,73,90,91
7180,12,79,62,48,100,69,74,74
7180,13,NA,NA,NA,NA,NA,NA,NA
7180,14,75.5,64,64,100,69,71,74
7180,15,74.5,42,79,100,72,83,89
7180,16,66.5,63,65,100,65,65,72
7180,17,77.25,45,59,100,76,91,91
7180,18,73,62,64,100,73,81,74
7180,19,NA,NA,NA,NA,NA,NA,NA
7180,20,77.75,65,67,97,84,86,90
7180,21,NA,NA,NA,NA,NA,NA,NA
7180,22,77.75,69,70,99,56,77,81
7180,23,80,80,75,100,82,82,85
7180,24,NA,NA,NA,NA,NA,NA,NA
7180,25,NA,NA,NA,NA,NA,NA,NA
7180,26,65.75,63,66,99,80,99,78
7180,27,64,54,59,54,66,83,86
7180,28,NA,NA,NA,NA,NA,NA,NA
7180,29,NA,NA,NA,NA,NA,NA,NA
7180,30,66.75,92,80,100,73,32,40
7180,31,NA,NA,NA,NA,NA,NA,NA
7180,32,63.25,69,68,100,57,64,69
7180,33,NA,NA,NA,NA,NA,NA,NA
7180,34,NA,NA,NA,NA,NA,NA,NA
7180,35,NA,NA,NA,NA,NA,NA,NA
7180,36,75,50,59,100,78,81,86
7180,37,NA,NA,NA,NA,NA,NA,NA
7180,38,55,52,51,51,52,50,55
7180,39,NA,NA,NA,NA,NA,NA,NA
7180,40,NA,NA,NA,NA,NA,NA,NA
7180,41,NA,NA,NA,NA,NA,NA,NA
7180,42,NA,NA,NA,NA,NA,NA,NA
7181,1,73.75,74,59,51,67,56,49
7181,2,76.25,81,80,81,82,85,85
7181,3,NA,NA,NA,NA,NA,NA,NA
7181,4,53,73,78,61,77,74,70
7181,5,75.25,80,56,76,76,84,71
7181,6,69.25,78,65,49,56,59,65
7181,7,75,79,68,59,70,54,72
7181,8,NA,NA,NA,NA,NA,NA,NA
7181,9,NA,NA,NA,NA,NA,NA,NA
7181,10,59.5,74,52,61,61,66,64
7181,11,52.25,68,63,65,75,70,71
7181,12,71,40,37,58,65,77,74
7181,13,69.25,72,71,60,76,80,58
7181,14,80,89,87,74,85,81,80
7181,15,NA,NA,NA,NA,NA,NA,NA
7181,16,58.75,83,76,69,81,77,77
7181,17,73.75,83,86,62,71,74,80
7181,18,84,85,83,85,83,80,66
7181,19,NA,NA,NA,NA,NA,NA,NA
7181,20,78.5,84,67,65,59,56,68
7181,21,NA,NA,NA,NA,NA,NA,NA
7181,22,69.5,69,71,61,64,58,55
7181,23,76.25,79,74,68,75,73,76
7181,24,NA,NA,NA,NA,NA,NA,NA
7181,25,NA,NA,NA,NA,NA,NA,NA
7181,26,78,84,72,66,70,72,56
7181,27,NA,NA,NA,NA,NA,NA,NA
7181,28,81.5,84,87,91,88,83,75
7181,29,80,86,86,85,82,82,84
7181,30,NA,NA,NA,NA,NA,NA,NA
7181,31,61,57,57,25,54,49,50
7181,32,58.25,81,75,82,70,82,74
7181,33,NA,NA,NA,NA,NA,NA,NA
7181,34,NA,NA,NA,NA,NA,NA,NA
7181,35,57,76,70,48,60,62,68
7181,36,66,62,61,63,73,73,67
7181,37,79,80,75,57,74,79,70
7181,38,72,75,61,64,80,72,74
7181,39,NA,NA,NA,NA,NA,NA,NA
7181,40,50.75,50,50,58,58,43,55
7181,41,NA,NA,NA,NA,NA,NA,NA
7181,42,NA,NA,NA,NA,NA,NA,NA
7183,1,61.75,73,65,49,7,50,70
7183,2,NA,NA,NA,NA,NA,NA,NA
7183,3,61,78,67,50,11,27,31
7183,4,64.75,69,70,54,6,73,63
7183,5,NA,NA,NA,NA,NA,NA,NA
7183,6,NA,NA,NA,NA,NA,NA,NA
7183,7,67.5,81,77,77,15,82,66
7183,8,71.75,72,49,37,8,63,71
7183,9,67,64,55,56,11,71,69
7183,10,56.5,70,72,57,11,71,34
7183,11,NA,NA,NA,NA,NA,NA,NA
7183,12,75.25,79,72,81,6,80,49
7183,13,57.25,53,74,64,1,54,54
7183,14,71,68,80,86,8,75,56
7183,15,14.5,34,9,5,2,18,53
7183,16,21.75,75,61,11,1,57,49
7183,17,NA,NA,NA,NA,NA,NA,NA
7183,18,60.75,73,68,79,3,71,82
7183,19,56.75,67,54,74,3,59,65
7183,20,64,67,76,54,4,79,70
7183,21,65,69,55,37,2,58,49
7183,22,75.25,72,70,72,12,66,68
7183,23,NA,NA,NA,NA,NA,NA,NA
7183,24,68.5,76,57,72,7,74,70
7183,25,92.25,92,93,94,4,97,97
7183,26,80.75,73,74,80,3,79,75
7183,27,54,75,75,65,3,51,55
7183,28,68.75,77,56,54,3,75,77
7183,29,NA,NA,NA,NA,NA,NA,NA
7183,30,70.75,68,54,54,2,66,64
7183,31,66,74,56,65,1,59,71
7183,32,20,97,26,2,0,98,84
7183,33,35.75,69,96,4,3,93,55
7183,34,29.75,75,65,39,1,59,36
7183,35,NA,NA,NA,NA,NA,NA,NA
7183,36,50.75,81,74,52,6,69,63
7183,37,86.25,92,79,84,9,85,83
7183,38,66,79,83,69,8,67,68
7183,39,74.25,59,41,67,10,67,73
7183,40,52,24,55,36,3,54,24
7183,41,NA,NA,NA,NA,NA,NA,NA
7183,42,45,50,32,35,3,52,35
7186,1,80.25,44,51,48,100,100,100
7186,2,70.25,98,100,59,46,53,100
7186,3,56,57,58,55,56,54,50
7186,4,68.75,56,54,59,55,51,100
7186,5,NA,NA,NA,NA,NA,NA,NA
7186,6,43.5,53,54,55,4,55,50
7186,7,31.5,54,51,54,51,47,49
7186,8,54,55,54,48,54,98,57
7186,9,78.25,100,97,53,90,93,55
7186,10,69,100,63,57,98,97,97
7186,11,NA,NA,NA,NA,NA,NA,NA
7186,12,65.25,99,61,62,58,58,55
7186,13,66.5,89,48,68,92,91,92
7186,14,86.25,97,54,100,91,100,96
7186,15,58.75,79,100,58,100,49,4
7186,16,86.5,100,98,99,90,100,100
7186,17,NA,NA,NA,NA,NA,NA,NA
7186,18,54.75,100,94,55,95,96,95
7186,19,53,63,58,52,48,96,99
7186,20,63.25,55,45,58,53,96,92
7186,21,65.5,53,52,46,57,60,100
7186,22,97,99,95,100,68,100,97
7186,23,NA,NA,NA,NA,NA,NA,NA
7186,24,75,55,59,54,50,98,92
7186,25,68.75,92,92,95,95,100,46
7186,26,55,94,90,54,100,54,100
7186,27,55,59,50,53,53,61,54
7186,28,54.5,100,100,97,99,96,95
7186,29,NA,NA,NA,NA,NA,NA,NA
7186,30,29,47,53,56,61,8,46
7186,31,63.5,97,93,94,93,98,95
7186,32,31,55,61,46,56,50,50
7186,33,48.75,93,99,94,92,45,85
7186,34,7.25,53,54,59,15,10,46
7186,35,NA,NA,NA,NA,NA,NA,NA
7186,36,53,55,51,56,97,95,89
7186,37,NA,NA,NA,NA,NA,NA,NA
7186,38,15.5,49,54,55,58,55,64
7186,39,61.5,51,51,53,50,100,100
7186,40,88.5,100,99,99,100,92,99
7186,41,NA,NA,NA,NA,NA,NA,NA
7186,42,NA,NA,NA,NA,NA,NA,NA
7187,1,29.5,81,33,8,15,82,89
7187,2,6.75,34,30,17,0,55,37
7187,3,NA,NA,NA,NA,NA,NA,NA
7187,4,38.5,81,55,51,23,75,30
7187,5,50.75,87,55,76,41,65,39
7187,6,61.25,83,54,39,57,68,37
7187,7,47,80,54,51,28,84,75
7187,8,42.5,70,51,56,33,66,12
7187,9,NA,NA,NA,NA,NA,NA,NA
7187,10,NA,NA,NA,NA,NA,NA,NA
7187,11,20.25,59,64,73,46,35,14
7187,12,12.5,67,27,41,8,27,8
7187,13,32.25,73,45,15,6,73,64
7187,14,40,62,58,39,30,65,38
7187,15,NA,NA,NA,NA,NA,NA,NA
7187,16,21.25,68,68,52,24,30,29
7187,17,25.75,32,15,34,10,49,39
7187,18,34.25,43,29,31,16,56,41
7187,19,30.5,24,16,12,2,40,19
7187,20,51,24,20,18,5,78,57
7187,21,NA,NA,NA,NA,NA,NA,NA
7187,22,54,81,70,74,33,91,83
7187,23,NA,NA,NA,NA,NA,NA,NA
7187,24,36.25,30,17,4,8,62,100
7187,25,54.25,52,34,18,8,66,62
7187,26,26.75,65,52,46,18,50,100
7187,27,NA,NA,NA,NA,NA,NA,NA
7187,28,51.75,83,57,58,17,87,73
7187,29,41,56,39,34,13,75,63
7187,30,31.5,36,36,12,8,54,39
7187,31,41.25,67,66,31,32,55,33
7187,32,27.5,77,79,43,39,70,43
7187,33,NA,NA,NA,NA,NA,NA,NA
7187,34,11.75,43,20,8,5,19,0
7187,35,18.25,56,55,34,9,17,3
7187,36,28,72,56,37,8,55,39
7187,37,10.75,56,57,16,0,9,0
7187,38,9.5,37,20,2,7,54,54
7187,39,NA,NA,NA,NA,NA,NA,NA
7187,40,17.25,82,77,49,15,50,9
7187,41,NA,NA,NA,NA,NA,NA,NA
7187,42,13.5,NA,NA,NA,NA,NA,NA
7189,1,75.5,99,86,89,52,23,100
7189,2,68.25,98,99,98,32,98,100
7189,3,51.75,89,94,98,60,18,92
7189,4,NA,NA,NA,NA,NA,NA,NA
7189,5,43.5,77,83,70,58,17,99
7189,6,67.75,99,54,75,60,2,99
7189,7,67.75,99,90,100,84,84,99
7189,8,44.75,99,84,92,73,74,89
7189,9,51.25,90,91,88,75,87,88
7189,10,NA,NA,NA,NA,NA,NA,NA
7189,11,15.25,87,88,27,28,51,44
7189,12,NA,NA,NA,NA,NA,NA,NA
7189,13,44,98,90,90,91,92,92
7189,14,76.5,91,79,82,84,88,92
7189,15,NA,NA,NA,NA,NA,NA,NA
7189,16,NA,NA,NA,NA,NA,NA,NA
7189,17,22.75,90,91,71,25,2,1
7189,18,58.75,100,88,100,69,84,85
7189,19,10.5,83,38,63,27,6,37
7189,20,5,82,82,35,11,88,91
7189,21,60.5,91,91,91,62,84,90
7189,22,NA,NA,NA,NA,NA,NA,NA
7189,23,48.5,99,90,47,64,87,89
7189,24,43,96,92,92,68,98,83
7189,25,65,100,99,98,68,92,92
7189,26,58.25,91,92,91,71,90,81
7189,27,74,95,94,94,76,90,90
7189,28,NA,NA,NA,NA,NA,NA,NA
7189,29,10.5,86,88,60,39,98,98
7189,30,53.75,95,95,83,63,92,93
7189,31,80,99,98,91,83,94,93
7189,32,71.75,96,95,82,73,80,80
7189,33,34.5,80,84,87,35,48,22
7189,34,NA,NA,NA,NA,NA,NA,NA
7189,35,21.25,77,80,30,31,66,74
7189,36,13,93,93,77,31,77,73
7189,37,28.5,86,87,87,63,87,72
7189,38,28.5,92,92,78,47,51,78
7189,39,38.75,91,81,84,66,93,93
7189,40,NA,NA,NA,NA,NA,NA,NA
7189,41,NA,NA,NA,NA,NA,NA,NA
7189,42,73.25,88,85,83,72,95,95
7194,1,56,89,81,90,89,86,84
7194,2,52.75,54,90,84,97,88,65
7194,3,NA,NA,NA,NA,NA,NA,NA
7194,4,NA,NA,NA,NA,NA,NA,NA
7194,5,52,38,92,87,59,63,43
7194,6,48.5,53,82,64,67,58,35
7194,7,70.75,92,98,84,86,85,83
7194,8,76.25,73,73,77,80,81,67
7194,9,NA,NA,NA,NA,NA,NA,NA
7194,10,76.75,74,87,83,82,72,54
7194,11,NA,NA,NA,NA,NA,NA,NA
7194,12,73.5,80,93,83,85,65,73
7194,13,NA,NA,NA,NA,NA,NA,NA
7194,14,78.75,72,79,87,79,82,75
7194,15,NA,NA,NA,NA,NA,NA,NA
7194,16,NA,NA,NA,NA,NA,NA,NA
7194,17,NA,NA,NA,NA,NA,NA,NA
7194,18,80.25,91,86,85,92,87,85
7194,19,67.75,75,81,75,77,77,57
7194,20,64.5,77,67,67,70,66,65
7194,21,NA,NA,NA,NA,NA,NA,NA
7194,22,55.5,76,64,62,52,66,51
7194,23,47,69,66,64,71,65,49
7194,24,53,62,63,73,33,69,71
7194,25,49.25,51,62,66,36,62,63
7194,26,73.75,71,72,72,83,86,91
7194,27,NA,NA,NA,NA,NA,NA,NA
7194,28,67.25,73,70,70,70,71,92
7194,29,NA,NA,NA,NA,NA,NA,NA
7194,30,50.5,62,68,68,84,62,74
7194,31,NA,NA,NA,NA,NA,NA,NA
7194,32,69,76,73,78,90,89,69
7194,33,NA,NA,NA,NA,NA,NA,NA
7194,34,NA,NA,NA,NA,NA,NA,NA
7194,35,NA,NA,NA,NA,NA,NA,NA
7194,36,65.25,76,74,81,52,78,66
7194,37,44,72,58,65,55,49,56
7194,38,53.25,73,73,74,69,82,61
7194,39,NA,NA,NA,NA,NA,NA,NA
7194,40,17.5,46,49,54,43,43,40
7194,41,40.5,45,39,32,32,40,33
7194,42,22.5,25,30,51,53,51,44
7195,1,14,61,13,10,14,71,69
7195,2,41.5,27,34,37,13,71,61
7195,3,NA,NA,NA,NA,NA,NA,NA
7195,4,11.5,22,28,21,18,58,60
7195,5,NA,NA,NA,NA,NA,NA,NA
7195,6,40.5,27,24,32,34,54,52
7195,7,26,48,27,20,22,60,59
7195,8,21.25,27,16,25,19,57,40
7195,9,NA,NA,NA,NA,NA,NA,NA
7195,10,43,54,48,52,27,67,62
7195,11,25.25,62,54,58,22,63,65
7195,12,6.75,59,31,29,15,70,58
7195,13,12,49,41,16,13,61,64
7195,14,NA,NA,NA,NA,NA,NA,NA
7195,15,NA,NA,NA,NA,NA,NA,NA
7195,16,21.5,41,28,9,7,59,61
7195,17,26,52,39,33,23,60,62
7195,18,NA,NA,NA,NA,NA,NA,NA
7195,19,30.75,55,28,29,21,67,67
7195,20,22.5,38,22,24,16,68,45
7195,21,NA,NA,NA,NA,NA,NA,NA
7195,22,14.5,41,22,38,14,53,48
7195,23,25.75,34,27,29,19,72,72
7195,24,12.25,54,18,33,7,64,52
7195,25,NA,NA,NA,NA,NA,NA,NA
7195,26,15,38,29,27,23,69,51
7195,27,NA,NA,NA,NA,NA,NA,NA
7195,28,14,29,23,18,16,71,68
7195,29,25,30,15,26,12,66,40
7195,30,16.25,32,25,30,24,71,56
7195,31,15.5,18,17,21,15,58,36
7195,32,NA,NA,NA,NA,NA,NA,NA
7195,33,NA,NA,NA,NA,NA,NA,NA
7195,34,22.75,28,26,25,7,48,37
7195,35,NA,NA,NA,NA,NA,NA,NA
7195,36,NA,NA,NA,NA,NA,NA,NA
7195,37,7.25,22,7,14,8,27,12
7195,38,9.25,12,13,13,9,33,25
7195,39,NA,NA,NA,NA,NA,NA,NA
7195,40,10.75,23,20,17,13,66,48
7195,41,13.25,23,20,19,24,84,77
7195,42,NA,NA,NA,NA,NA,NA,NA
7199,1,NA,NA,NA,NA,NA,NA,NA
7199,2,NA,NA,NA,NA,NA,NA,NA
7199,3,NA,NA,NA,NA,NA,NA,NA
7199,4,NA,NA,NA,NA,NA,NA,NA
7199,5,71.25,98,82,1,1,29,83
7199,6,59,100,77,53,54,55,99
7199,7,NA,NA,NA,NA,NA,NA,NA
7199,8,NA,NA,NA,NA,NA,NA,NA
7199,9,65,84,77,53,56,77,100
7199,10,71,100,97,100,55,79,98
7199,11,NA,NA,NA,NA,NA,NA,NA
7199,12,NA,NA,NA,NA,NA,NA,NA
7199,13,NA,NA,NA,NA,NA,NA,NA
7199,14,NA,NA,NA,NA,NA,NA,NA
7199,15,55.5,98,1,1,0,55,53
7199,16,NA,NA,NA,NA,NA,NA,NA
7199,17,NA,NA,NA,NA,NA,NA,NA
7199,18,NA,NA,NA,NA,NA,NA,NA
7199,19,NA,NA,NA,NA,NA,NA,NA
7199,20,NA,NA,NA,NA,NA,NA,NA
7199,21,NA,NA,NA,NA,NA,NA,NA
7199,22,NA,NA,NA,NA,NA,NA,NA
7199,23,NA,NA,NA,NA,NA,NA,NA
7199,24,NA,NA,NA,NA,NA,NA,NA
7199,25,NA,NA,NA,NA,NA,NA,NA
7199,26,NA,NA,NA,NA,NA,NA,NA
7199,27,NA,NA,NA,NA,NA,NA,NA
7199,28,NA,NA,NA,NA,NA,NA,NA
7199,29,NA,NA,NA,NA,NA,NA,NA
7199,30,NA,NA,NA,NA,NA,NA,NA
7199,31,NA,NA,NA,NA,NA,NA,NA
7199,32,NA,NA,NA,NA,NA,NA,NA
7199,33,NA,NA,NA,NA,NA,NA,NA
7199,34,NA,NA,NA,NA,NA,NA,NA
7199,35,NA,NA,NA,NA,NA,NA,NA
7199,36,NA,NA,NA,NA,NA,NA,NA
7199,37,NA,NA,NA,NA,NA,NA,NA
7199,38,NA,NA,NA,NA,NA,NA,NA
7199,39,NA,NA,NA,NA,NA,NA,NA
7199,40,NA,NA,NA,NA,NA,NA,NA
7199,41,NA,NA,NA,NA,NA,NA,NA
7199,42,NA,NA,NA,NA,NA,NA,NA
7199,1,NA,NA,NA,NA,NA,NA,NA
7199,2,NA,NA,NA,NA,NA,NA,NA
7199,3,NA,NA,NA,NA,NA,NA,NA
7199,4,NA,NA,NA,NA,NA,NA,NA
7199,5,NA,NA,NA,NA,NA,NA,NA
7199,6,NA,NA,NA,NA,NA,NA,NA
7199,7,NA,NA,NA,NA,NA,NA,NA
7199,8,NA,NA,NA,NA,NA,NA,NA
7199,9,NA,NA,NA,NA,NA,NA,NA
7199,10,NA,NA,NA,NA,NA,NA,NA
7199,11,NA,NA,NA,NA,NA,NA,NA
7199,12,NA,NA,NA,NA,NA,NA,NA
7199,13,NA,NA,NA,NA,NA,NA,NA
7199,14,NA,NA,NA,NA,NA,NA,NA
7199,15,NA,NA,NA,NA,NA,NA,NA
7199,16,NA,NA,NA,NA,NA,NA,NA
7199,17,NA,NA,NA,NA,NA,NA,NA
7199,18,NA,NA,NA,NA,NA,NA,NA
7199,19,NA,NA,NA,NA,NA,NA,NA
7199,20,NA,NA,NA,NA,NA,NA,NA
7199,21,NA,NA,NA,NA,NA,NA,NA
7199,22,NA,NA,NA,NA,NA,NA,NA
7199,23,NA,NA,NA,NA,NA,NA,NA
7199,24,NA,NA,NA,NA,NA,NA,NA
7199,25,NA,NA,NA,NA,NA,NA,NA
7199,26,NA,NA,NA,NA,NA,NA,NA
7199,27,NA,NA,NA,NA,NA,NA,NA
7199,28,NA,NA,NA,NA,NA,NA,NA
7199,29,NA,NA,NA,NA,NA,NA,NA
7199,30,NA,NA,NA,NA,NA,NA,NA
7199,31,NA,NA,NA,NA,NA,NA,NA
7199,32,NA,NA,NA,NA,NA,NA,NA
7199,33,NA,NA,NA,NA,NA,NA,NA
7199,34,NA,NA,NA,NA,NA,NA,NA
7199,35,NA,NA,NA,NA,NA,NA,NA
7199,36,NA,NA,NA,NA,NA,NA,NA
7199,37,NA,NA,NA,NA,NA,NA,NA
7199,38,NA,NA,NA,NA,NA,NA,NA
7199,39,NA,NA,NA,NA,NA,NA,NA
7199,40,NA,NA,NA,NA,NA,NA,NA
7199,41,NA,NA,NA,NA,NA,NA,NA
7199,42,NA,NA,NA,NA,NA,NA,NA
7200,1,23.75,31,25,23,18,23,26
7200,2,46.25,29,26,26,25,52,50
7200,3,41.75,35,32,36,36,52,49
7200,4,NA,NA,NA,NA,NA,NA,NA
7200,5,37.5,50,48,46,44,44,44
7200,6,37.75,40,40,39,33,47,42
7200,7,NA,NA,NA,NA,NA,NA,NA
7200,8,NA,NA,NA,NA,NA,NA,NA
7200,9,57,29,34,35,32,50,55
7200,10,NA,NA,NA,NA,NA,NA,NA
7200,11,37,40,41,34,33,38,40
7200,12,NA,NA,NA,NA,NA,NA,NA
7200,13,NA,NA,NA,NA,NA,NA,NA
7200,14,38,40,37,41,34,57,56
7200,15,NA,NA,NA,NA,NA,NA,NA
7200,16,NA,NA,NA,NA,NA,NA,NA
7200,17,26.5,37,30,28,26,25,23
7200,18,28.75,29,26,25,24,26,26
7200,19,NA,NA,NA,NA,NA,NA,NA
7200,20,NA,NA,NA,NA,NA,NA,NA
7200,21,NA,NA,NA,NA,NA,NA,NA
7200,22,NA,NA,NA,NA,NA,NA,NA
7200,23,19.5,22,15,20,19,23,22
7200,24,28.25,32,30,27,28,28,54
7200,25,23.25,26,26,24,23,26,25
7200,26,NA,NA,NA,NA,NA,NA,NA
7200,27,NA,NA,NA,NA,NA,NA,NA
7200,28,NA,NA,NA,NA,NA,NA,NA
7200,29,30,27,29,28,29,26,26
7200,30,NA,NA,NA,NA,NA,NA,NA
7200,31,NA,NA,NA,NA,NA,NA,NA
7200,32,NA,NA,NA,NA,NA,NA,NA
7200,33,NA,NA,NA,NA,NA,NA,NA
7200,34,NA,NA,NA,NA,NA,NA,NA
7200,35,NA,NA,NA,NA,NA,NA,NA
7200,36,NA,NA,NA,NA,NA,NA,NA
7200,37,NA,NA,NA,NA,NA,NA,NA
7200,38,NA,NA,NA,NA,NA,NA,NA
7200,39,NA,NA,NA,NA,NA,NA,NA
7200,40,NA,NA,NA,NA,NA,NA,NA
7200,41,NA,NA,NA,NA,NA,NA,NA
7200,42,NA,NA,NA,NA,NA,NA,NA
7201,1,12.5,55,38,44,23,47,67
7201,2,15,37,41,44,32,49,48
7201,3,NA,NA,NA,NA,NA,NA,NA
7201,4,35,48,28,55,25,30,80
7201,5,15.5,36,13,15,12,15,73
7201,6,11.5,14,16,12,11,21,11
7201,7,15.5,10,8,9,13,12,13
7201,8,11,10,13,8,6,9,53
7201,9,NA,NA,NA,NA,NA,NA,NA
7201,10,28,52,18,19,26,52,99
7201,11,29,35,18,10,4,55,92
7201,12,11,9,8,7,10,51,85
7201,13,NA,NA,NA,NA,NA,NA,NA
7201,14,12.5,9,14,15,11,11,58
7201,15,NA,NA,NA,NA,NA,NA,NA
7201,16,16.25,13,10,9,6,6,90
7201,17,18.25,9,10,13,8,6,57
7201,18,5.75,5,6,7,6,7,46
7201,19,NA,NA,NA,NA,NA,NA,NA
7201,20,8.75,12,7,8,4,11,44
7201,21,NA,NA,NA,NA,NA,NA,NA
7201,22,11.5,13,10,16,6,5,52
7201,23,9.25,7,10,6,7,8,69
7201,24,11.5,6,11,10,10,12,38
7201,25,15.25,6,8,9,7,7,56
7201,26,17.75,20,20,23,18,10,72
7201,27,NA,NA,NA,NA,NA,NA,NA
7201,28,NA,NA,NA,NA,NA,NA,NA
7201,29,30,23,28,16,28,54,60
7201,30,28.25,55,50,52,30,54,78
7201,31,27.75,50,50,35,20,54,85
7201,32,16,34,34,32,30,33,66
7201,33,NA,NA,NA,NA,NA,NA,NA
7201,34,10.5,23,27,27,18,61,84
7201,35,16,14,16,11,11,53,75
7201,36,8.75,10,18,13,16,59,75
7201,37,13.25,48,49,49,11,33,62
7201,38,8.5,11,9,7,8,31,71
7201,39,NA,NA,NA,NA,NA,NA,NA
7201,40,21,8,9,10,9,24,34
7201,41,16.75,8,9,8,10,15,47
7201,42,12.75,27,26,10,10,27,60
7202,1,61.75,64,55,54,72,70,74
7202,2,56.5,70,54,63,64,75,70
7202,3,42.25,52,41,53,50,57,47
7202,4,NA,NA,NA,NA,NA,NA,NA
7202,5,60.25,49,56,45,60,53,63
7202,6,NA,NA,NA,NA,NA,NA,NA
7202,7,NA,NA,NA,NA,NA,NA,NA
7202,8,56.75,59,56,54,53,58,50
7202,9,NA,NA,NA,NA,NA,NA,NA
7202,10,NA,NA,NA,NA,NA,NA,NA
7202,11,72.5,50,22,66,92,100,100
7202,12,79.25,86,87,72,60,100,100
7202,13,85.25,92,18,93,80,92,90
7202,14,79.25,93,94,91,93,94,93
7202,15,88.5,71,76,70,52,76,94
7202,16,NA,NA,NA,NA,NA,NA,NA
7202,17,75.75,71,70,69,65,94,100
7202,18,78,57,72,97,71,83,83
7202,19,79.75,48,81,84,100,93,95
7202,20,NA,NA,NA,NA,NA,NA,NA
7202,21,58.25,53,57,56,52,69,100
7202,22,NA,NA,NA,NA,NA,NA,NA
7202,23,67.25,70,73,75,75,100,100
7202,24,98.5,99,90,95,76,97,100
7202,25,67.75,55,65,73,81,64,99
7202,26,NA,NA,NA,NA,NA,NA,NA
7202,27,NA,NA,NA,NA,NA,NA,NA
7202,28,NA,NA,NA,NA,NA,NA,NA
7202,29,NA,NA,NA,NA,NA,NA,NA
7202,30,92,89,89,87,78,82,83
7202,31,98.5,99,99,98,85,98,99
7202,32,98.25,99,99,97,72,98,100
7202,33,62.75,58,72,65,55,72,96
7202,34,NA,NA,NA,NA,NA,NA,NA
7202,35,81.75,72,89,74,52,78,98
7202,36,73.75,73,78,76,79,75,73
7202,37,91.25,91,93,87,96,100,98
7202,38,84.5,72,68,53,74,95,96
7202,39,67.25,73,70,75,74,87,98
7202,40,NA,NA,NA,NA,NA,NA,NA
7202,41,NA,NA,NA,NA,NA,NA,NA
7202,42,NA,NA,NA,NA,NA,NA,NA
7203,1,71.25,84,54,77,37,32,74
7203,2,41.75,77,78,77,74,78,76
7203,3,NA,NA,NA,NA,NA,NA,NA
7203,4,NA,NA,NA,NA,NA,NA,NA
7203,5,44,71,86,54,86,81,88
7203,6,29.5,50,23,36,74,98,100
7203,7,64.75,94,80,79,73,89,90
7203,8,25,55,50,55,77,79,87
7203,9,NA,NA,NA,NA,NA,NA,NA
7203,10,26,77,21,28,73,77,71
7203,11,43.5,84,57,55,79,84,87
7203,12,33,86,86,53,74,90,88
7203,13,26.25,50,54,52,73,82,80
7203,14,9.25,55,57,52,54,89,85
7203,15,NA,NA,NA,NA,NA,NA,NA
7203,16,23,53,55,54,55,95,95
7203,17,10,51,56,56,52,94,96
7203,18,9.25,50,47,52,53,92,90
7203,19,25.5,51,54,60,67,96,95
7203,20,NA,NA,NA,NA,NA,NA,NA
7203,21,NA,NA,NA,NA,NA,NA,NA
7203,22,43.5,54,56,55,69,88,91
7203,23,49.5,70,70,74,65,90,90
7203,24,48.25,52,56,58,80,87,87
7203,25,NA,NA,NA,NA,NA,NA,NA
7203,26,50.5,52,56,51,77,89,91
7203,27,NA,NA,NA,NA,NA,NA,NA
7203,28,49.5,49,50,48,82,89,92
7203,29,35.25,95,57,55,71,90,92
7203,30,50,79,69,73,74,91,90
7203,31,NA,NA,NA,NA,NA,NA,NA
7203,32,43.75,85,82,77,73,91,89
7203,33,NA,NA,NA,NA,NA,NA,NA
7203,34,60.5,89,91,88,83,93,95
7203,35,51.5,93,95,100,74,95,95
7203,36,NA,NA,NA,NA,NA,NA,NA
7203,37,33.75,75,74,75,76,90,90
7203,38,30.5,54,52,53,56,89,88
7203,39,NA,NA,NA,NA,NA,NA,NA
7203,40,NA,NA,NA,NA,NA,NA,NA
